TrustName,Sex_Desc,Age,Catchment,Patients,TrustCode
George Eliot Hospital NHS Trust,Female,90+,"1,091",1467,RLT
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,00-04,"14,609",6726,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,05-Sep,"17,945",2441,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,Oct-14,"18,343",2186,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,15-19,"16,726",2161,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,20-24,"19,065",2571,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,25-29,"18,570",2709,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,30-34,"17,231",2930,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,35-39,"17,548",3207,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,40-44,"16,031",3356,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,45-49,"18,716",4426,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,50-54,"20,838",5285,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,55-59,"23,338",10471,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,60-64,"19,931",7469,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,65-69,"18,915",8566,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,70-74,"20,998",11153,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,75-79,"14,681",9085,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,80-84,"9,712",7378,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,85-89,"5,447",5039,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Male,90+,"2,533",3035,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,00-04,"13,122",4924,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,05-Sep,"16,606",1906,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,Oct-14,"16,935",1949,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,15-19,"15,306",2872,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,20-24,"18,501",5251,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,25-29,"17,768",7847,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,30-34,"17,944",8560,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,35-39,"17,853",6278,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,40-44,"16,497",4423,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,45-49,"18,892",4846,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,50-54,"21,168",5876,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,55-59,"23,258",10102,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,60-64,"20,457",6995,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,65-69,"19,811",7691,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,70-74,"21,855",9535,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,75-79,"15,464",8109,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,80-84,"11,148",6967,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,85-89,"7,494",6053,RM1
Norfolk And Norwich University Hospitals NHS Foundation Trust,Female,90+,"5,201",4957,RM1
Northern Care Alliance NHS Foundation Trust,Male,00-04,"2,064",1773,RM3
Northern Care Alliance NHS Foundation Trust,Male,05-Sep,"3,784",605,RM3
Northern Care Alliance NHS Foundation Trust,Male,Oct-14,"3,538",454,RM3
Northern Care Alliance NHS Foundation Trust,Male,15-19,"9,913",1219,RM3
Northern Care Alliance NHS Foundation Trust,Male,20-24,"16,138",2084,RM3
Northern Care Alliance NHS Foundation Trust,Male,25-29,"20,784",2844,RM3
Northern Care Alliance NHS Foundation Trust,Male,30-34,"21,367",3201,RM3
Northern Care Alliance NHS Foundation Trust,Male,35-39,"20,386",3271,RM3
Northern Care Alliance NHS Foundation Trust,Male,40-44,"17,647",3193,RM3
Northern Care Alliance NHS Foundation Trust,Male,45-49,"17,887",3785,RM3
Northern Care Alliance NHS Foundation Trust,Male,50-54,"18,923",4549,RM3
Northern Care Alliance NHS Foundation Trust,Male,55-59,"16,212",4821,RM3
Northern Care Alliance NHS Foundation Trust,Male,60-64,"14,448",4871,RM3
Northern Care Alliance NHS Foundation Trust,Male,65-69,"11,045",4505,RM3
Northern Care Alliance NHS Foundation Trust,Male,70-74,"11,208",5132,RM3
Northern Care Alliance NHS Foundation Trust,Male,75-79,"7,540",4130,RM3
Northern Care Alliance NHS Foundation Trust,Male,80-84,"5,201",3313,RM3
Northern Care Alliance NHS Foundation Trust,Male,85-89,"2,508",1986,RM3
Northern Care Alliance NHS Foundation Trust,Male,90+,"1,377",1080,RM3
Northern Care Alliance NHS Foundation Trust,Female,00-04,"1,784",1401,RM3
Northern Care Alliance NHS Foundation Trust,Female,05-Sep,"3,540",493,RM3
Northern Care Alliance NHS Foundation Trust,Female,Oct-14,"4,728",565,RM3
Northern Care Alliance NHS Foundation Trust,Female,15-19,"8,492",1595,RM3
Northern Care Alliance NHS Foundation Trust,Female,20-24,"11,394",3131,RM3
Northern Care Alliance NHS Foundation Trust,Female,25-29,"11,476",4159,RM3
Northern Care Alliance NHS Foundation Trust,Female,30-34,"11,170",4363,RM3
Northern Care Alliance NHS Foundation Trust,Female,35-39,"13,696",4199,RM3
Northern Care Alliance NHS Foundation Trust,Female,40-44,"16,241",3667,RM3
Northern Care Alliance NHS Foundation Trust,Female,45-49,"19,118",4291,RM3
Northern Care Alliance NHS Foundation Trust,Female,50-54,"19,776",4846,RM3
Northern Care Alliance NHS Foundation Trust,Female,55-59,"17,688",5000,RM3
Northern Care Alliance NHS Foundation Trust,Female,60-64,"14,524",4361,RM3
Northern Care Alliance NHS Foundation Trust,Female,65-69,"11,841",4089,RM3
Northern Care Alliance NHS Foundation Trust,Female,70-74,"11,856",4768,RM3
Northern Care Alliance NHS Foundation Trust,Female,75-79,"8,829",4150,RM3
Northern Care Alliance NHS Foundation Trust,Female,80-84,"6,922",3691,RM3
Northern Care Alliance NHS Foundation Trust,Female,85-89,"3,947",2648,RM3
Northern Care Alliance NHS Foundation Trust,Female,90+,"2,504",1993,RM3
Bolton NHS Foundation Trust,Male,00-04,"15,657",12181,RMC
Bolton NHS Foundation Trust,Male,05-Sep,"13,434",2085,RMC
Bolton NHS Foundation Trust,Male,Oct-14,"10,158",1387,RMC
Bolton NHS Foundation Trust,Male,15-19,"8,475",1194,RMC
Bolton NHS Foundation Trust,Male,20-24,"8,583",1288,RMC
Bolton NHS Foundation Trust,Male,25-29,"9,313",1506,RMC
Bolton NHS Foundation Trust,Male,30-34,"9,985",1765,RMC
Bolton NHS Foundation Trust,Male,35-39,"9,542",1902,RMC
Bolton NHS Foundation Trust,Male,40-44,"8,523",1822,RMC
Bolton NHS Foundation Trust,Male,45-49,"8,998",2351,RMC
Bolton NHS Foundation Trust,Male,50-54,"9,432",2699,RMC
Bolton NHS Foundation Trust,Male,55-59,"9,223",3666,RMC
Bolton NHS Foundation Trust,Male,60-64,"7,233",3221,RMC
Bolton NHS Foundation Trust,Male,65-69,"6,437",3382,RMC
Bolton NHS Foundation Trust,Male,70-74,"6,670",3999,RMC
Bolton NHS Foundation Trust,Male,75-79,"4,544",3408,RMC
Bolton NHS Foundation Trust,Male,80-84,"3,156",2676,RMC
Bolton NHS Foundation Trust,Male,85-89,"1,651",1732,RMC
Bolton NHS Foundation Trust,Male,90+,851,935,RMC
Bolton NHS Foundation Trust,Female,00-04,"15,624",11059,RMC
Bolton NHS Foundation Trust,Female,05-Sep,"13,086",1702,RMC
Bolton NHS Foundation Trust,Female,Oct-14,"9,591",1260,RMC
Bolton NHS Foundation Trust,Female,15-19,"9,065",2055,RMC
Bolton NHS Foundation Trust,Female,20-24,"11,593",4769,RMC
Bolton NHS Foundation Trust,Female,25-29,"15,186",7750,RMC
Bolton NHS Foundation Trust,Female,30-34,"16,552",8315,RMC
Bolton NHS Foundation Trust,Female,35-39,"14,048",5313,RMC
Bolton NHS Foundation Trust,Female,40-44,"10,303",2881,RMC
Bolton NHS Foundation Trust,Female,45-49,"10,102",2586,RMC
Bolton NHS Foundation Trust,Female,50-54,"11,296",3019,RMC
Bolton NHS Foundation Trust,Female,55-59,"10,713",3808,RMC
Bolton NHS Foundation Trust,Female,60-64,"8,613",3112,RMC
Bolton NHS Foundation Trust,Female,65-69,"7,450",3184,RMC
Bolton NHS Foundation Trust,Female,70-74,"7,919",3852,RMC
Bolton NHS Foundation Trust,Female,75-79,"5,579",3342,RMC
Bolton NHS Foundation Trust,Female,80-84,"4,187",2963,RMC
Bolton NHS Foundation Trust,Female,85-89,"2,756",2415,RMC
Bolton NHS Foundation Trust,Female,90+,"1,717",2042,RMC
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,00-04,"6,900",5616,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,05-Sep,"4,926",964,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,Oct-14,"4,757",671,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,15-19,"4,946",764,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,20-24,"6,191",1034,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,25-29,"7,307",1290,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,30-34,"7,806",1520,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,35-39,"7,450",1572,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,40-44,"6,464",1551,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,45-49,"6,732",1847,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,50-54,"7,471",2299,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,55-59,"6,737",2493,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,60-64,"5,285",2349,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,65-69,"4,148",2293,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,70-74,"4,137",2584,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,75-79,"3,096",2294,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,80-84,"2,037",1757,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,85-89,"1,147",1196,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Male,90+,486,627,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,00-04,"6,867",4925,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,05-Sep,"5,583",898,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,Oct-14,"5,359",734,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,15-19,"6,097",1233,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,20-24,"7,058",2492,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,25-29,"8,463",3861,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,30-34,"8,855",3871,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,35-39,"8,346",3020,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,40-44,"7,279",2123,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,45-49,"7,709",2294,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,50-54,"8,220",2756,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,55-59,"7,699",2746,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,60-64,"5,916",2453,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,65-69,"4,801",2394,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,70-74,"5,163",2812,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,75-79,"3,882",2561,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,80-84,"2,992",2228,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,85-89,"1,913",1728,RMP
Tameside And Glossop Integrated Care NHS Foundation Trust,Female,90+,"1,190",1364,RMP
Great Western Hospitals NHS Foundation Trust,Male,00-04,"10,540",8322,RN3
Great Western Hospitals NHS Foundation Trust,Male,05-Sep,"10,827",1708,RN3
Great Western Hospitals NHS Foundation Trust,Male,Oct-14,"10,482",1276,RN3
Great Western Hospitals NHS Foundation Trust,Male,15-19,"9,410",1304,RN3
Great Western Hospitals NHS Foundation Trust,Male,20-24,"8,618",1600,RN3
Great Western Hospitals NHS Foundation Trust,Male,25-29,"9,769",1906,RN3
Great Western Hospitals NHS Foundation Trust,Male,30-34,"10,958",2131,RN3
Great Western Hospitals NHS Foundation Trust,Male,35-39,"11,833",2276,RN3
Great Western Hospitals NHS Foundation Trust,Male,40-44,"11,721",2398,RN3
Great Western Hospitals NHS Foundation Trust,Male,45-49,"13,317",2936,RN3
Great Western Hospitals NHS Foundation Trust,Male,50-54,"13,536",3450,RN3
Great Western Hospitals NHS Foundation Trust,Male,55-59,"12,125",3798,RN3
Great Western Hospitals NHS Foundation Trust,Male,60-64,"10,095",3754,RN3
Great Western Hospitals NHS Foundation Trust,Male,65-69,"8,453",3850,RN3
Great Western Hospitals NHS Foundation Trust,Male,70-74,"7,973",4213,RN3
Great Western Hospitals NHS Foundation Trust,Male,75-79,"5,770",3767,RN3
Great Western Hospitals NHS Foundation Trust,Male,80-84,"4,094",3216,RN3
Great Western Hospitals NHS Foundation Trust,Male,85-89,"2,320",2334,RN3
Great Western Hospitals NHS Foundation Trust,Male,90+,"1,111",1367,RN3
Great Western Hospitals NHS Foundation Trust,Female,00-04,"10,434",7507,RN3
Great Western Hospitals NHS Foundation Trust,Female,05-Sep,"10,681",1378,RN3
Great Western Hospitals NHS Foundation Trust,Female,Oct-14,"10,106",1113,RN3
Great Western Hospitals NHS Foundation Trust,Female,15-19,"9,324",1964,RN3
Great Western Hospitals NHS Foundation Trust,Female,20-24,"8,426",3446,RN3
Great Western Hospitals NHS Foundation Trust,Female,25-29,"9,947",5568,RN3
Great Western Hospitals NHS Foundation Trust,Female,30-34,"11,631",6431,RN3
Great Western Hospitals NHS Foundation Trust,Female,35-39,"12,511",4887,RN3
Great Western Hospitals NHS Foundation Trust,Female,40-44,"11,605",3260,RN3
Great Western Hospitals NHS Foundation Trust,Female,45-49,"13,128",3544,RN3
Great Western Hospitals NHS Foundation Trust,Female,50-54,"13,776",3963,RN3
Great Western Hospitals NHS Foundation Trust,Female,55-59,"12,573",3981,RN3
Great Western Hospitals NHS Foundation Trust,Female,60-64,"11,009",3808,RN3
Great Western Hospitals NHS Foundation Trust,Female,65-69,"9,619",3709,RN3
Great Western Hospitals NHS Foundation Trust,Female,70-74,"9,335",4345,RN3
Great Western Hospitals NHS Foundation Trust,Female,75-79,"7,070",3870,RN3
Great Western Hospitals NHS Foundation Trust,Female,80-84,"5,102",3490,RN3
Great Western Hospitals NHS Foundation Trust,Female,85-89,"3,447",3058,RN3
Great Western Hospitals NHS Foundation Trust,Female,90+,"2,297",2473,RN3
Hampshire Hospitals NHS Foundation Trust,Male,00-04,"13,456",10051,RN5
Hampshire Hospitals NHS Foundation Trust,Male,05-Sep,"12,559",1614,RN5
Hampshire Hospitals NHS Foundation Trust,Male,Oct-14,"12,660",1426,RN5
Hampshire Hospitals NHS Foundation Trust,Male,15-19,"11,389",1680,RN5
Hampshire Hospitals NHS Foundation Trust,Male,20-24,"11,372",1983,RN5
Hampshire Hospitals NHS Foundation Trust,Male,25-29,"11,644",2367,RN5
Hampshire Hospitals NHS Foundation Trust,Male,30-34,"13,245",2583,RN5
Hampshire Hospitals NHS Foundation Trust,Male,35-39,"13,750",2794,RN5
Hampshire Hospitals NHS Foundation Trust,Male,40-44,"13,937",2864,RN5
Hampshire Hospitals NHS Foundation Trust,Male,45-49,"15,380",3495,RN5
Hampshire Hospitals NHS Foundation Trust,Male,50-54,"16,383",4415,RN5
Hampshire Hospitals NHS Foundation Trust,Male,55-59,"16,039",6414,RN5
Hampshire Hospitals NHS Foundation Trust,Male,60-64,"13,019",5015,RN5
Hampshire Hospitals NHS Foundation Trust,Male,65-69,"10,557",5170,RN5
Hampshire Hospitals NHS Foundation Trust,Male,70-74,"11,182",6502,RN5
Hampshire Hospitals NHS Foundation Trust,Male,75-79,"7,891",5560,RN5
Hampshire Hospitals NHS Foundation Trust,Male,80-84,"5,362",4541,RN5
Hampshire Hospitals NHS Foundation Trust,Male,85-89,"3,063",3184,RN5
Hampshire Hospitals NHS Foundation Trust,Male,90+,"1,606",1956,RN5
Hampshire Hospitals NHS Foundation Trust,Female,00-04,"13,355",9021,RN5
Hampshire Hospitals NHS Foundation Trust,Female,05-Sep,"12,214",1252,RN5
Hampshire Hospitals NHS Foundation Trust,Female,Oct-14,"12,305",1311,RN5
Hampshire Hospitals NHS Foundation Trust,Female,15-19,"11,784",2673,RN5
Hampshire Hospitals NHS Foundation Trust,Female,20-24,"11,953",4479,RN5
Hampshire Hospitals NHS Foundation Trust,Female,25-29,"13,170",6746,RN5
Hampshire Hospitals NHS Foundation Trust,Female,30-34,"14,745",8444,RN5
Hampshire Hospitals NHS Foundation Trust,Female,35-39,"15,893",6601,RN5
Hampshire Hospitals NHS Foundation Trust,Female,40-44,"15,520",4534,RN5
Hampshire Hospitals NHS Foundation Trust,Female,45-49,"16,661",4562,RN5
Hampshire Hospitals NHS Foundation Trust,Female,50-54,"16,743",5125,RN5
Hampshire Hospitals NHS Foundation Trust,Female,55-59,"17,127",6898,RN5
Hampshire Hospitals NHS Foundation Trust,Female,60-64,"13,452",5093,RN5
Hampshire Hospitals NHS Foundation Trust,Female,65-69,"12,080",5102,RN5
Hampshire Hospitals NHS Foundation Trust,Female,70-74,"13,062",6436,RN5
Hampshire Hospitals NHS Foundation Trust,Female,75-79,"9,373",5697,RN5
Hampshire Hospitals NHS Foundation Trust,Female,80-84,"6,915",5124,RN5
Hampshire Hospitals NHS Foundation Trust,Female,85-89,"4,556",4119,RN5
Hampshire Hospitals NHS Foundation Trust,Female,90+,"3,159",3369,RN5
Dartford And Gravesham NHS Trust,Male,00-04,"12,378",9962,RN7
Dartford And Gravesham NHS Trust,Male,05-Sep,"7,548",1315,RN7
Dartford And Gravesham NHS Trust,Male,Oct-14,"7,374",989,RN7
Dartford And Gravesham NHS Trust,Male,15-19,"6,592",1063,RN7
Dartford And Gravesham NHS Trust,Male,20-24,"6,861",1351,RN7
Dartford And Gravesham NHS Trust,Male,25-29,"8,772",1736,RN7
Dartford And Gravesham NHS Trust,Male,30-34,"10,766",2218,RN7
Dartford And Gravesham NHS Trust,Male,35-39,"10,798",2281,RN7
Dartford And Gravesham NHS Trust,Male,40-44,"10,312",2380,RN7
Dartford And Gravesham NHS Trust,Male,45-49,"9,933",2747,RN7
Dartford And Gravesham NHS Trust,Male,50-54,"10,168",3292,RN7
Dartford And Gravesham NHS Trust,Male,55-59,"9,211",4139,RN7
Dartford And Gravesham NHS Trust,Male,60-64,"7,151",3386,RN7
Dartford And Gravesham NHS Trust,Male,65-69,"5,475",3162,RN7
Dartford And Gravesham NHS Trust,Male,70-74,"5,141",3522,RN7
Dartford And Gravesham NHS Trust,Male,75-79,"3,573",2949,RN7
Dartford And Gravesham NHS Trust,Male,80-84,"2,560",2546,RN7
Dartford And Gravesham NHS Trust,Male,85-89,"1,552",1910,RN7
Dartford And Gravesham NHS Trust,Male,90+,771,1070,RN7
Dartford And Gravesham NHS Trust,Female,00-04,"11,753",8981,RN7
Dartford And Gravesham NHS Trust,Female,05-Sep,"6,256",903,RN7
Dartford And Gravesham NHS Trust,Female,Oct-14,"5,910",714,RN7
Dartford And Gravesham NHS Trust,Female,15-19,"6,896",1591,RN7
Dartford And Gravesham NHS Trust,Female,20-24,"7,777",3505,RN7
Dartford And Gravesham NHS Trust,Female,25-29,"11,180",6274,RN7
Dartford And Gravesham NHS Trust,Female,30-34,"13,932",8184,RN7
Dartford And Gravesham NHS Trust,Female,35-39,"13,313",5873,RN7
Dartford And Gravesham NHS Trust,Female,40-44,"11,555",3840,RN7
Dartford And Gravesham NHS Trust,Female,45-49,"10,879",3623,RN7
Dartford And Gravesham NHS Trust,Female,50-54,"10,881",3871,RN7
Dartford And Gravesham NHS Trust,Female,55-59,"9,657",4250,RN7
Dartford And Gravesham NHS Trust,Female,60-64,"7,593",3349,RN7
Dartford And Gravesham NHS Trust,Female,65-69,"6,101",3047,RN7
Dartford And Gravesham NHS Trust,Female,70-74,"6,384",3744,RN7
Dartford And Gravesham NHS Trust,Female,75-79,"4,554",3263,RN7
Dartford And Gravesham NHS Trust,Female,80-84,"3,532",3114,RN7
Dartford And Gravesham NHS Trust,Female,85-89,"2,458",2517,RN7
Dartford And Gravesham NHS Trust,Female,90+,"1,495",1983,RN7
The Dudley Group NHS Foundation Trust,Male,00-04,"10,578",8173,RNA
The Dudley Group NHS Foundation Trust,Male,05-Sep,"8,775",1159,RNA
The Dudley Group NHS Foundation Trust,Male,Oct-14,"8,691",967,RNA
The Dudley Group NHS Foundation Trust,Male,15-19,"8,532",1161,RNA
The Dudley Group NHS Foundation Trust,Male,20-24,"8,886",1356,RNA
The Dudley Group NHS Foundation Trust,Male,25-29,"10,684",1804,RNA
The Dudley Group NHS Foundation Trust,Male,30-34,"10,706",1947,RNA
The Dudley Group NHS Foundation Trust,Male,35-39,"10,354",2005,RNA
The Dudley Group NHS Foundation Trust,Male,40-44,"9,495",2139,RNA
The Dudley Group NHS Foundation Trust,Male,45-49,"10,907",2870,RNA
The Dudley Group NHS Foundation Trust,Male,50-54,"12,280",3497,RNA
The Dudley Group NHS Foundation Trust,Male,55-59,"11,407",3884,RNA
The Dudley Group NHS Foundation Trust,Male,60-64,"9,459",4002,RNA
The Dudley Group NHS Foundation Trust,Male,65-69,"8,642",4199,RNA
The Dudley Group NHS Foundation Trust,Male,70-74,"8,597",4956,RNA
The Dudley Group NHS Foundation Trust,Male,75-79,"6,924",4729,RNA
The Dudley Group NHS Foundation Trust,Male,80-84,"4,973",4097,RNA
The Dudley Group NHS Foundation Trust,Male,85-89,"2,601",2900,RNA
The Dudley Group NHS Foundation Trust,Male,90+,"1,077",1634,RNA
The Dudley Group NHS Foundation Trust,Female,00-04,"10,379",7337,RNA
The Dudley Group NHS Foundation Trust,Female,05-Sep,"8,105",869,RNA
The Dudley Group NHS Foundation Trust,Female,Oct-14,"9,365",943,RNA
The Dudley Group NHS Foundation Trust,Female,15-19,"9,080",1894,RNA
The Dudley Group NHS Foundation Trust,Female,20-24,"10,007",4371,RNA
The Dudley Group NHS Foundation Trust,Female,25-29,"11,745",6370,RNA
The Dudley Group NHS Foundation Trust,Female,30-34,"12,142",6305,RNA
The Dudley Group NHS Foundation Trust,Female,35-39,"11,531",4381,RNA
The Dudley Group NHS Foundation Trust,Female,40-44,"10,464",3028,RNA
The Dudley Group NHS Foundation Trust,Female,45-49,"11,718",3390,RNA
The Dudley Group NHS Foundation Trust,Female,50-54,"12,557",3987,RNA
The Dudley Group NHS Foundation Trust,Female,55-59,"12,196",4066,RNA
The Dudley Group NHS Foundation Trust,Female,60-64,"9,842",3625,RNA
The Dudley Group NHS Foundation Trust,Female,65-69,"8,834",3764,RNA
The Dudley Group NHS Foundation Trust,Female,70-74,"9,464",4638,RNA
The Dudley Group NHS Foundation Trust,Female,75-79,"8,097",4765,RNA
The Dudley Group NHS Foundation Trust,Female,80-84,"6,281",4586,RNA
The Dudley Group NHS Foundation Trust,Female,85-89,"4,066",3880,RNA
The Dudley Group NHS Foundation Trust,Female,90+,"2,450",3091,RNA
North Cumbria Integrated Care NHS Foundation Trust,Male,00-04,"6,663",3934,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,05-Sep,"7,292",1262,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,Oct-14,"7,521",1054,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,15-19,"6,436",979,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,20-24,"6,580",1177,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,25-29,"7,737",1447,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,30-34,"6,892",1393,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,35-39,"7,128",1685,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,40-44,"6,783",1704,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,45-49,"8,280",2391,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,50-54,"9,648",3034,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,55-59,"9,836",3804,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,60-64,"9,120",4242,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,65-69,"8,152",4586,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,70-74,"8,372",5398,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,75-79,"5,947",4895,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,80-84,"4,286",4152,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,85-89,"2,329",2840,RNN
North Cumbria Integrated Care NHS Foundation Trust,Male,90+,"1,031",1544,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,00-04,"6,409",3103,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,05-Sep,"7,110",1123,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,Oct-14,"7,281",1007,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,15-19,"6,784",1626,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,20-24,"6,962",3018,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,25-29,"7,895",4490,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,30-34,"7,771",4371,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,35-39,"7,866",3316,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,40-44,"7,047",2225,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,45-49,"8,318",2773,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,50-54,"10,110",3596,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,55-59,"10,212",3882,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,60-64,"9,598",4133,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,65-69,"8,504",4355,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,70-74,"8,738",5357,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,75-79,"6,449",4909,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,80-84,"5,240",4798,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,85-89,"3,496",3694,RNN
North Cumbria Integrated Care NHS Foundation Trust,Female,90+,"2,572",2665,RNN
Kettering General Hospital NHS Foundation Trust,Male,00-04,"8,766",6957,RNQ
Kettering General Hospital NHS Foundation Trust,Male,05-Sep,"9,520",1358,RNQ
Kettering General Hospital NHS Foundation Trust,Male,Oct-14,"9,355",1061,RNQ
Kettering General Hospital NHS Foundation Trust,Male,15-19,"7,454",1024,RNQ
Kettering General Hospital NHS Foundation Trust,Male,20-24,"6,741",1065,RNQ
Kettering General Hospital NHS Foundation Trust,Male,25-29,"7,955",1474,RNQ
Kettering General Hospital NHS Foundation Trust,Male,30-34,"8,344",1675,RNQ
