TrustName,Sex_Desc,Age,Catchment,Patients,TrustCode
North Bristol NHS Trust,Male,65-69,"13,268",6664,RVJ
North Bristol NHS Trust,Male,70-74,"13,061",7707,RVJ
North Bristol NHS Trust,Male,75-79,"9,175",6447,RVJ
North Bristol NHS Trust,Male,80-84,"5,880",5156,RVJ
North Bristol NHS Trust,Male,85-89,"3,283",3575,RVJ
North Bristol NHS Trust,Male,90+,"1,565",2229,RVJ
North Bristol NHS Trust,Female,00-04,"10,361",7680,RVJ
North Bristol NHS Trust,Female,05-Sep,15,0,RVJ
North Bristol NHS Trust,Female,Oct-14,88,9,RVJ
North Bristol NHS Trust,Female,15-19,"11,058",2402,RVJ
North Bristol NHS Trust,Female,20-24,"18,698",5896,RVJ
North Bristol NHS Trust,Female,25-29,"19,868",8957,RVJ
North Bristol NHS Trust,Female,30-34,"19,609",11301,RVJ
North Bristol NHS Trust,Female,35-39,"18,638",8647,RVJ
North Bristol NHS Trust,Female,40-44,"17,331",5565,RVJ
North Bristol NHS Trust,Female,45-49,"18,958",5448,RVJ
North Bristol NHS Trust,Female,50-54,"19,476",6315,RVJ
North Bristol NHS Trust,Female,55-59,"18,488",7537,RVJ
North Bristol NHS Trust,Female,60-64,"15,338",5859,RVJ
North Bristol NHS Trust,Female,65-69,"13,275",5888,RVJ
North Bristol NHS Trust,Female,70-74,"13,258",6727,RVJ
North Bristol NHS Trust,Female,75-79,"9,877",6127,RVJ
North Bristol NHS Trust,Female,80-84,"6,923",5203,RVJ
North Bristol NHS Trust,Female,85-89,"4,779",4521,RVJ
North Bristol NHS Trust,Female,90+,"3,289",3777,RVJ
Epsom And St Helier University Hospitals NHS Trust,Male,00-04,"11,586",8751,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,05-Sep,"10,678",1670,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,Oct-14,"10,489",1314,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,15-19,"9,742",1571,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,20-24,"9,248",1845,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,25-29,"10,576",2204,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,30-34,"11,190",2378,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,35-39,"12,943",2671,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,40-44,"13,511",2925,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,45-49,"13,219",3317,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,50-54,"13,327",4042,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,55-59,"11,515",5452,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,60-64,"9,455",4484,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,65-69,"7,663",4525,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,70-74,"7,694",5172,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,75-79,"5,376",4458,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,80-84,"4,258",4004,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,85-89,"2,662",3040,RVR
Epsom And St Helier University Hospitals NHS Trust,Male,90+,"1,377",1828,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,00-04,"11,157",7801,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,05-Sep,"10,820",1409,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,Oct-14,"10,024",1184,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,15-19,"9,626",2038,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,20-24,"9,201",3575,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,25-29,"10,307",5552,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,30-34,"11,915",7197,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,35-39,"14,195",6583,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,40-44,"14,145",4334,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,45-49,"13,636",4009,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,50-54,"13,936",4633,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,55-59,"11,959",5501,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,60-64,"10,482",4427,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,65-69,"9,348",4540,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,70-74,"9,768",5619,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,75-79,"7,462",5167,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,80-84,"5,931",5011,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,85-89,"4,109",4206,RVR
Epsom And St Helier University Hospitals NHS Trust,Female,90+,"2,850",3660,RVR
East Kent Hospitals University NHS Foundation Trust,Male,00-04,"17,280",13756,RVV
East Kent Hospitals University NHS Foundation Trust,Male,05-Sep,"20,249",3047,RVV
East Kent Hospitals University NHS Foundation Trust,Male,Oct-14,"18,660",2172,RVV
East Kent Hospitals University NHS Foundation Trust,Male,15-19,"17,164",2346,RVV
East Kent Hospitals University NHS Foundation Trust,Male,20-24,"19,832",2871,RVV
East Kent Hospitals University NHS Foundation Trust,Male,25-29,"19,912",3214,RVV
East Kent Hospitals University NHS Foundation Trust,Male,30-34,"17,843",3349,RVV
East Kent Hospitals University NHS Foundation Trust,Male,35-39,"16,970",3449,RVV
East Kent Hospitals University NHS Foundation Trust,Male,40-44,"16,627",3774,RVV
East Kent Hospitals University NHS Foundation Trust,Male,45-49,"19,263",4748,RVV
East Kent Hospitals University NHS Foundation Trust,Male,50-54,"22,383",6336,RVV
East Kent Hospitals University NHS Foundation Trust,Male,55-59,"22,253",7620,RVV
East Kent Hospitals University NHS Foundation Trust,Male,60-64,"19,559",7574,RVV
East Kent Hospitals University NHS Foundation Trust,Male,65-69,"17,995",8451,RVV
East Kent Hospitals University NHS Foundation Trust,Male,70-74,"19,641",10698,RVV
East Kent Hospitals University NHS Foundation Trust,Male,75-79,"13,399",8863,RVV
East Kent Hospitals University NHS Foundation Trust,Male,80-84,"9,084",7216,RVV
East Kent Hospitals University NHS Foundation Trust,Male,85-89,"4,930",4757,RVV
East Kent Hospitals University NHS Foundation Trust,Male,90+,"2,539",2954,RVV
East Kent Hospitals University NHS Foundation Trust,Female,00-04,"16,587",12055,RVV
East Kent Hospitals University NHS Foundation Trust,Female,05-Sep,"19,232",2306,RVV
East Kent Hospitals University NHS Foundation Trust,Female,Oct-14,"17,420",1828,RVV
East Kent Hospitals University NHS Foundation Trust,Female,15-19,"17,270",3610,RVV
East Kent Hospitals University NHS Foundation Trust,Female,20-24,"20,149",7100,RVV
East Kent Hospitals University NHS Foundation Trust,Female,25-29,"19,300",9362,RVV
East Kent Hospitals University NHS Foundation Trust,Female,30-34,"18,696",9606,RVV
East Kent Hospitals University NHS Foundation Trust,Female,35-39,"19,281",7416,RVV
East Kent Hospitals University NHS Foundation Trust,Female,40-44,"18,192",5462,RVV
East Kent Hospitals University NHS Foundation Trust,Female,45-49,"20,273",6121,RVV
East Kent Hospitals University NHS Foundation Trust,Female,50-54,"23,155",7298,RVV
East Kent Hospitals University NHS Foundation Trust,Female,55-59,"22,879",7852,RVV
East Kent Hospitals University NHS Foundation Trust,Female,60-64,"20,952",7497,RVV
East Kent Hospitals University NHS Foundation Trust,Female,65-69,"19,784",8110,RVV
East Kent Hospitals University NHS Foundation Trust,Female,70-74,"21,803",10246,RVV
East Kent Hospitals University NHS Foundation Trust,Female,75-79,"15,635",8679,RVV
East Kent Hospitals University NHS Foundation Trust,Female,80-84,"11,331",7608,RVV
East Kent Hospitals University NHS Foundation Trust,Female,85-89,"7,561",6143,RVV
East Kent Hospitals University NHS Foundation Trust,Female,90+,"5,538",5447,RVV
North Tees And Hartlepool NHS Foundation Trust,Male,00-04,"7,203",6686,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,05-Sep,"7,976",1497,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,Oct-14,"7,670",1170,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,15-19,"6,931",1103,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,20-24,"7,205",1346,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,25-29,"8,891",1753,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,30-34,"8,627",2005,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,35-39,"8,301",2231,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,40-44,"7,327",2122,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,45-49,"8,032",2593,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,50-54,"9,053",3248,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,55-59,"9,226",3759,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,60-64,"8,045",3908,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,65-69,"6,692",3894,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,70-74,"6,300",4193,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,75-79,"4,223",3458,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,80-84,"2,908",2995,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,85-89,"1,615",2152,RVW
North Tees And Hartlepool NHS Foundation Trust,Male,90+,753,1088,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,00-04,"6,942",5902,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,05-Sep,"7,475",1162,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,Oct-14,"7,517",997,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,15-19,"6,455",1629,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,20-24,"6,667",3330,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,25-29,"8,367",4636,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,30-34,"8,688",4717,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,35-39,"8,635",3549,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,40-44,"8,118",2936,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,45-49,"8,937",3246,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,50-54,"10,628",4061,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,55-59,"10,726",4318,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,60-64,"9,059",4108,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,65-69,"7,671",3908,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,70-74,"7,328",4285,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,75-79,"4,866",3678,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,80-84,"3,984",3517,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,85-89,"2,673",2858,RVW
North Tees And Hartlepool NHS Foundation Trust,Female,90+,"1,608",1865,RVW
Southport And Ormskirk Hospital NHS Trust,Male,00-04,"5,919",5125,RVY
Southport And Ormskirk Hospital NHS Trust,Male,05-Sep,"4,379",785,RVY
Southport And Ormskirk Hospital NHS Trust,Male,Oct-14,"4,245",624,RVY
Southport And Ormskirk Hospital NHS Trust,Male,15-19,"4,169",777,RVY
Southport And Ormskirk Hospital NHS Trust,Male,20-24,"4,596",878,RVY
Southport And Ormskirk Hospital NHS Trust,Male,25-29,"4,442",990,RVY
Southport And Ormskirk Hospital NHS Trust,Male,30-34,"4,501",1090,RVY
Southport And Ormskirk Hospital NHS Trust,Male,35-39,"4,116",1131,RVY
Southport And Ormskirk Hospital NHS Trust,Male,40-44,"3,808",1135,RVY
Southport And Ormskirk Hospital NHS Trust,Male,45-49,"4,712",1491,RVY
Southport And Ormskirk Hospital NHS Trust,Male,50-54,"5,408",1933,RVY
Southport And Ormskirk Hospital NHS Trust,Male,55-59,"5,409",2267,RVY
Southport And Ormskirk Hospital NHS Trust,Male,60-64,"4,949",2418,RVY
Southport And Ormskirk Hospital NHS Trust,Male,65-69,"4,332",2528,RVY
Southport And Ormskirk Hospital NHS Trust,Male,70-74,"4,658",3124,RVY
Southport And Ormskirk Hospital NHS Trust,Male,75-79,"3,524",2913,RVY
Southport And Ormskirk Hospital NHS Trust,Male,80-84,"2,617",2717,RVY
Southport And Ormskirk Hospital NHS Trust,Male,85-89,"1,600",2005,RVY
Southport And Ormskirk Hospital NHS Trust,Male,90+,741,1145,RVY
Southport And Ormskirk Hospital NHS Trust,Female,00-04,"5,788",4689,RVY
Southport And Ormskirk Hospital NHS Trust,Female,05-Sep,"4,581",721,RVY
Southport And Ormskirk Hospital NHS Trust,Female,Oct-14,"4,356",674,RVY
Southport And Ormskirk Hospital NHS Trust,Female,15-19,"4,818",1355,RVY
Southport And Ormskirk Hospital NHS Trust,Female,20-24,"5,623",2156,RVY
Southport And Ormskirk Hospital NHS Trust,Female,25-29,"5,534",3125,RVY
Southport And Ormskirk Hospital NHS Trust,Female,30-34,"5,422",3415,RVY
Southport And Ormskirk Hospital NHS Trust,Female,35-39,"5,166",2454,RVY
Southport And Ormskirk Hospital NHS Trust,Female,40-44,"4,502",1657,RVY
Southport And Ormskirk Hospital NHS Trust,Female,45-49,"5,160",1837,RVY
Southport And Ormskirk Hospital NHS Trust,Female,50-54,"5,656",2159,RVY
Southport And Ormskirk Hospital NHS Trust,Female,55-59,"6,084",2482,RVY
Southport And Ormskirk Hospital NHS Trust,Female,60-64,"5,399",2430,RVY
Southport And Ormskirk Hospital NHS Trust,Female,65-69,"4,991",2495,RVY
Southport And Ormskirk Hospital NHS Trust,Female,70-74,"5,328",3141,RVY
Southport And Ormskirk Hospital NHS Trust,Female,75-79,"4,416",3121,RVY
Southport And Ormskirk Hospital NHS Trust,Female,80-84,"3,786",3165,RVY
Southport And Ormskirk Hospital NHS Trust,Female,85-89,"2,690",2579,RVY
Southport And Ormskirk Hospital NHS Trust,Female,90+,"1,832",2121,RVY
Hull University Teaching Hospitals NHS Trust,Male,00-04,"14,129",11059,RWA
Hull University Teaching Hospitals NHS Trust,Male,05-Sep,"15,568",2501,RWA
Hull University Teaching Hospitals NHS Trust,Male,Oct-14,"15,237",2078,RWA
Hull University Teaching Hospitals NHS Trust,Male,15-19,"14,560",1944,RWA
Hull University Teaching Hospitals NHS Trust,Male,20-24,"17,751",2558,RWA
Hull University Teaching Hospitals NHS Trust,Male,25-29,"18,652",3166,RWA
Hull University Teaching Hospitals NHS Trust,Male,30-34,"18,104",3307,RWA
Hull University Teaching Hospitals NHS Trust,Male,35-39,"16,309",3444,RWA
Hull University Teaching Hospitals NHS Trust,Male,40-44,"15,470",3491,RWA
Hull University Teaching Hospitals NHS Trust,Male,45-49,"17,674",4349,RWA
Hull University Teaching Hospitals NHS Trust,Male,50-54,"19,574",5324,RWA
Hull University Teaching Hospitals NHS Trust,Male,55-59,"20,783",7556,RWA
Hull University Teaching Hospitals NHS Trust,Male,60-64,"18,338",7006,RWA
Hull University Teaching Hospitals NHS Trust,Male,65-69,"16,451",7442,RWA
Hull University Teaching Hospitals NHS Trust,Male,70-74,"16,693",8774,RWA
Hull University Teaching Hospitals NHS Trust,Male,75-79,"10,297",6635,RWA
Hull University Teaching Hospitals NHS Trust,Male,80-84,"7,238",5661,RWA
Hull University Teaching Hospitals NHS Trust,Male,85-89,"3,725",3592,RWA
Hull University Teaching Hospitals NHS Trust,Male,90+,"1,331",1964,RWA
Hull University Teaching Hospitals NHS Trust,Female,00-04,"12,902",9619,RWA
Hull University Teaching Hospitals NHS Trust,Female,05-Sep,"14,550",1864,RWA
Hull University Teaching Hospitals NHS Trust,Female,Oct-14,"14,143",1725,RWA
Hull University Teaching Hospitals NHS Trust,Female,15-19,"13,006",2829,RWA
Hull University Teaching Hospitals NHS Trust,Female,20-24,"14,666",5932,RWA
Hull University Teaching Hospitals NHS Trust,Female,25-29,"16,284",8535,RWA
Hull University Teaching Hospitals NHS Trust,Female,30-34,"16,614",8157,RWA
Hull University Teaching Hospitals NHS Trust,Female,35-39,"16,124",5940,RWA
Hull University Teaching Hospitals NHS Trust,Female,40-44,"14,910",4304,RWA
Hull University Teaching Hospitals NHS Trust,Female,45-49,"17,676",4912,RWA
Hull University Teaching Hospitals NHS Trust,Female,50-54,"19,593",5894,RWA
Hull University Teaching Hospitals NHS Trust,Female,55-59,"20,551",7399,RWA
Hull University Teaching Hospitals NHS Trust,Female,60-64,"17,845",6144,RWA
Hull University Teaching Hospitals NHS Trust,Female,65-69,"16,234",6470,RWA
Hull University Teaching Hospitals NHS Trust,Female,70-74,"17,053",7826,RWA
Hull University Teaching Hospitals NHS Trust,Female,75-79,"11,367",6566,RWA
Hull University Teaching Hospitals NHS Trust,Female,80-84,"8,663",5946,RWA
Hull University Teaching Hospitals NHS Trust,Female,85-89,"5,252",4691,RWA
Hull University Teaching Hospitals NHS Trust,Female,90+,"2,846",3312,RWA
United Lincolnshire Hospitals NHS Trust,Male,00-04,"13,252",10352,RWD
United Lincolnshire Hospitals NHS Trust,Male,05-Sep,"14,026",1992,RWD
United Lincolnshire Hospitals NHS Trust,Male,Oct-14,"12,849",1568,RWD
United Lincolnshire Hospitals NHS Trust,Male,15-19,"12,214",1566,RWD
United Lincolnshire Hospitals NHS Trust,Male,20-24,"15,259",2036,RWD
United Lincolnshire Hospitals NHS Trust,Male,25-29,"14,442",2253,RWD
United Lincolnshire Hospitals NHS Trust,Male,30-34,"14,568",2468,RWD
United Lincolnshire Hospitals NHS Trust,Male,35-39,"13,611",2525,RWD
United Lincolnshire Hospitals NHS Trust,Male,40-44,"12,595",2535,RWD
United Lincolnshire Hospitals NHS Trust,Male,45-49,"14,764",3504,RWD
United Lincolnshire Hospitals NHS Trust,Male,50-54,"16,340",4492,RWD
United Lincolnshire Hospitals NHS Trust,Male,55-59,"18,560",7369,RWD
United Lincolnshire Hospitals NHS Trust,Male,60-64,"15,924",6166,RWD
United Lincolnshire Hospitals NHS Trust,Male,65-69,"15,144",6986,RWD
United Lincolnshire Hospitals NHS Trust,Male,70-74,"16,307",8642,RWD
United Lincolnshire Hospitals NHS Trust,Male,75-79,"11,775",7632,RWD
United Lincolnshire Hospitals NHS Trust,Male,80-84,"7,792",6135,RWD
United Lincolnshire Hospitals NHS Trust,Male,85-89,"4,306",4358,RWD
United Lincolnshire Hospitals NHS Trust,Male,90+,"2,004",2609,RWD
United Lincolnshire Hospitals NHS Trust,Female,00-04,"12,691",9018,RWD
United Lincolnshire Hospitals NHS Trust,Female,05-Sep,"13,469",1514,RWD
United Lincolnshire Hospitals NHS Trust,Female,Oct-14,"12,986",1470,RWD
United Lincolnshire Hospitals NHS Trust,Female,15-19,"13,362",3051,RWD
United Lincolnshire Hospitals NHS Trust,Female,20-24,"15,308",5946,RWD
United Lincolnshire Hospitals NHS Trust,Female,25-29,"14,159",7584,RWD
United Lincolnshire Hospitals NHS Trust,Female,30-34,"14,646",7374,RWD
United Lincolnshire Hospitals NHS Trust,Female,35-39,"14,397",5299,RWD
United Lincolnshire Hospitals NHS Trust,Female,40-44,"13,324",3690,RWD
United Lincolnshire Hospitals NHS Trust,Female,45-49,"15,046",4228,RWD
United Lincolnshire Hospitals NHS Trust,Female,50-54,"17,884",5270,RWD
United Lincolnshire Hospitals NHS Trust,Female,55-59,"19,759",7606,RWD
United Lincolnshire Hospitals NHS Trust,Female,60-64,"16,896",5946,RWD
United Lincolnshire Hospitals NHS Trust,Female,65-69,"16,145",6345,RWD
United Lincolnshire Hospitals NHS Trust,Female,70-74,"17,218",8111,RWD
United Lincolnshire Hospitals NHS Trust,Female,75-79,"12,780",7325,RWD
United Lincolnshire Hospitals NHS Trust,Female,80-84,"9,401",6500,RWD
United Lincolnshire Hospitals NHS Trust,Female,85-89,"5,988",5143,RWD
United Lincolnshire Hospitals NHS Trust,Female,90+,"3,925",4207,RWD
University Hospitals Of Leicester NHS Trust,Male,00-04,"28,544",18205,RWE
University Hospitals Of Leicester NHS Trust,Male,05-Sep,"31,797",3599,RWE
University Hospitals Of Leicester NHS Trust,Male,Oct-14,"30,513",3105,RWE
University Hospitals Of Leicester NHS Trust,Male,15-19,"29,158",3431,RWE
University Hospitals Of Leicester NHS Trust,Male,20-24,"38,061",4402,RWE
University Hospitals Of Leicester NHS Trust,Male,25-29,"33,902",4624,RWE
University Hospitals Of Leicester NHS Trust,Male,30-34,"28,810",5131,RWE
University Hospitals Of Leicester NHS Trust,Male,35-39,"28,737",5593,RWE
University Hospitals Of Leicester NHS Trust,Male,40-44,"27,564",5758,RWE
University Hospitals Of Leicester NHS Trust,Male,45-49,"28,992",6683,RWE
University Hospitals Of Leicester NHS Trust,Male,50-54,"30,859",8082,RWE
University Hospitals Of Leicester NHS Trust,Male,55-59,"31,760",14970,RWE
University Hospitals Of Leicester NHS Trust,Male,60-64,"26,679",10024,RWE
University Hospitals Of Leicester NHS Trust,Male,65-69,"23,997",10344,RWE
University Hospitals Of Leicester NHS Trust,Male,70-74,"22,882",11467,RWE
University Hospitals Of Leicester NHS Trust,Male,75-79,"15,302",9489,RWE
University Hospitals Of Leicester NHS Trust,Male,80-84,"10,233",7671,RWE
University Hospitals Of Leicester NHS Trust,Male,85-89,"5,605",5238,RWE
University Hospitals Of Leicester NHS Trust,Male,90+,"2,331",2901,RWE
University Hospitals Of Leicester NHS Trust,Female,00-04,"26,075",15317,RWE
University Hospitals Of Leicester NHS Trust,Female,05-Sep,"29,322",2604,RWE
University Hospitals Of Leicester NHS Trust,Female,Oct-14,"28,520",2411,RWE
University Hospitals Of Leicester NHS Trust,Female,15-19,"27,659",4752,RWE
University Hospitals Of Leicester NHS Trust,Female,20-24,"33,958",9459,RWE
University Hospitals Of Leicester NHS Trust,Female,25-29,"31,891",13084,RWE
University Hospitals Of Leicester NHS Trust,Female,30-34,"30,465",14160,RWE
University Hospitals Of Leicester NHS Trust,Female,35-39,"30,060",10926,RWE
University Hospitals Of Leicester NHS Trust,Female,40-44,"27,397",7583,RWE
University Hospitals Of Leicester NHS Trust,Female,45-49,"29,888",8086,RWE
University Hospitals Of Leicester NHS Trust,Female,50-54,"31,757",8827,RWE
University Hospitals Of Leicester NHS Trust,Female,55-59,"31,483",14449,RWE
University Hospitals Of Leicester NHS Trust,Female,60-64,"26,654",9062,RWE
University Hospitals Of Leicester NHS Trust,Female,65-69,"23,765",9219,RWE
University Hospitals Of Leicester NHS Trust,Female,70-74,"23,651",10480,RWE
University Hospitals Of Leicester NHS Trust,Female,75-79,"17,284",9223,RWE
University Hospitals Of Leicester NHS Trust,Female,80-84,"12,428",8442,RWE
University Hospitals Of Leicester NHS Trust,Female,85-89,"8,043",6667,RWE
University Hospitals Of Leicester NHS Trust,Female,90+,"5,500",5122,RWE
Maidstone And Tunbridge Wells NHS Trust,Male,00-04,"13,871",8244,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,05-Sep,"11,962",1533,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,Oct-14,"12,562",1288,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,15-19,"12,895",2005,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,20-24,"11,871",2330,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,25-29,"13,013",2759,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,30-34,"14,230",3084,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,35-39,"15,044",3165,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,40-44,"15,195",3358,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,45-49,"17,025",4052,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,50-54,"17,948",4851,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,55-59,"19,220",8876,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,60-64,"13,702",5449,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,65-69,"11,580",5616,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,70-74,"12,656",7162,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,75-79,"8,781",5906,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,80-84,"5,908",4868,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,85-89,"3,426",3530,RWF
Maidstone And Tunbridge Wells NHS Trust,Male,90+,"1,679",2010,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,00-04,"13,749",7434,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,05-Sep,"11,117",1139,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,Oct-14,"11,617",1088,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,15-19,"12,923",2576,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,20-24,"11,308",4632,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,25-29,"13,785",7085,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,30-34,"15,985",8947,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,35-39,"17,667",7318,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,40-44,"17,056",4867,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,45-49,"18,131",4910,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,50-54,"19,028",5558,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,55-59,"19,831",8937,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,60-64,"14,955",5350,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,65-69,"13,106",5410,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,70-74,"14,844",7222,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,75-79,"10,601",6259,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,80-84,"8,058",5893,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,85-89,"5,410",4843,RWF
Maidstone And Tunbridge Wells NHS Trust,Female,90+,"3,787",3969,RWF
West Hertfordshire Teaching Hospitals NHS Trust,Male,00-04,"8,999",4107,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,05-Sep,"12,026",1733,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,Oct-14,"11,802",1460,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,15-19,"9,423",1428,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,20-24,"8,796",1657,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,25-29,"11,219",2179,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,30-34,"12,790",2425,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,35-39,"13,506",2746,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,40-44,"14,262",2970,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,45-49,"13,859",3428,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,50-54,"13,436",3919,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,55-59,"14,251",7968,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,60-64,"9,918",4504,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,65-69,"7,984",4409,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,70-74,"7,385",4951,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,75-79,"5,277",4163,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,80-84,"4,022",3665,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,85-89,"2,617",3073,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Male,90+,"1,374",1944,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,00-04,"7,991",3077,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,05-Sep,"11,267",1315,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,Oct-14,"11,269",1257,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,15-19,"9,455",2035,RWG
